Employee_ID,Transaction_WID,Transaction_Effective_Date,Transaction_Entry_Date,Transaction_Type,Organization_ID,Organization_Type,Sequence_Number,Worker_Workday_ID
30020924,ec2f34405dac2d0942209a59006492d5,2026-03-27,2026-03-27 10:20:39,Hire,CC_0001,Cost_Center,1,50970ddf59a2a2baf15420b344a8f0ca
30020924,ec2f34405dac2d0942209a59006492d5,2026-03-27,2026-03-27 10:20:39,Hire,WARLAB_HOLD,Company,1,50970ddf59a2a2baf15420b344a8f0ca
30020924,ec2f34405dac2d0942209a59006492d5,2026-03-27,2026-03-27 10:20:39,Hire,DEPT_OPS_071,Supervisory,1,50970ddf59a2a2baf15420b344a8f0ca
30020924,ec2f34405dac2d0942209a59006492d5,2026-03-27,2026-03-27 10:20:39,Hire,MORG_MA,Matrix_Organization,1,50970ddf59a2a2baf15420b344a8f0ca
30020925,a78453a0fd9a07fc918237ec850bc1eb,2026-03-27,2026-03-27 10:01:18,Hire,CC_0001,Cost_Center,1,4adf4aec5aa475ad77e26cb6e6804a9b
30020925,a78453a0fd9a07fc918237ec850bc1eb,2026-03-27,2026-03-27 10:01:18,Hire,WARLAB_HOLD,Company,1,4adf4aec5aa475ad77e26cb6e6804a9b
30020925,a78453a0fd9a07fc918237ec850bc1eb,2026-03-27,2026-03-27 10:01:18,Hire,DEPT_HR_082,Supervisory,1,4adf4aec5aa475ad77e26cb6e6804a9b
30007208,28ffc69dee2bb8c650da33096f3b3beb,2026-03-27,2026-03-27 10:36:17,Change Job,CC_0001,Cost_Center,11,0ddd3f9b0d61fd40a85adc698805ff7a
30007208,28ffc69dee2bb8c650da33096f3b3beb,2026-03-27,2026-03-27 10:36:17,Change Job,WARLAB_HOLD,Company,11,0ddd3f9b0d61fd40a85adc698805ff7a
30007208,28ffc69dee2bb8c650da33096f3b3beb,2026-03-27,2026-03-27 10:36:17,Change Job,DEPT_FIN_009,Supervisory,11,0ddd3f9b0d61fd40a85adc698805ff7a
30020131,aed5d7b2c5a6f8baf01e9254a7d7c111,2026-03-27,2026-03-27 13:42:30,Return from Leave,CC_0001,Cost_Center,3,c82817c03ab8db2d509b2649e66dcd47
30020131,aed5d7b2c5a6f8baf01e9254a7d7c111,2026-03-27,2026-03-27 13:42:30,Return from Leave,WARLAB_HOLD,Company,3,c82817c03ab8db2d509b2649e66dcd47
30020131,aed5d7b2c5a6f8baf01e9254a7d7c111,2026-03-27,2026-03-27 13:42:30,Return from Leave,DEPT_TECH_023,Supervisory,3,c82817c03ab8db2d509b2649e66dcd47
30019770,bd180df6bd59ecc616f59361b3caaf62,2026-03-27,2026-03-27 17:13:54,Return from Leave,CC_0001,Cost_Center,2,09b13657da57b1c8b760afbbfdfb602d
30019770,bd180df6bd59ecc616f59361b3caaf62,2026-03-27,2026-03-27 17:13:54,Return from Leave,WARLAB_HOLD,Company,2,09b13657da57b1c8b760afbbfdfb602d
30019770,bd180df6bd59ecc616f59361b3caaf62,2026-03-27,2026-03-27 17:13:54,Return from Leave,DEPT_SALES_103,Supervisory,2,09b13657da57b1c8b760afbbfdfb602d
30017467,6fc416f7c86fac57df1d39431e650829,2026-03-27,2026-03-27 16:16:14,Data Change,CC_0001,Cost_Center,5,136f0d54b363aafb7fc397021f5424a2
30017467,6fc416f7c86fac57df1d39431e650829,2026-03-27,2026-03-27 16:16:14,Data Change,WARLAB_HOLD,Company,5,136f0d54b363aafb7fc397021f5424a2
30017467,6fc416f7c86fac57df1d39431e650829,2026-03-27,2026-03-27 16:16:14,Data Change,DEPT_SALES_104,Supervisory,5,136f0d54b363aafb7fc397021f5424a2
30018759,98eb6b8fa2fd93cd1b1c3bef7a4c334c,2026-03-27,2026-03-27 11:56:57,Termination,CC_0001,Cost_Center,4,eeaacbba32314af9fd72948ed8f979a8
30018759,98eb6b8fa2fd93cd1b1c3bef7a4c334c,2026-03-27,2026-03-27 11:56:57,Termination,WARLAB_HOLD,Company,4,eeaacbba32314af9fd72948ed8f979a8
30018759,98eb6b8fa2fd93cd1b1c3bef7a4c334c,2026-03-27,2026-03-27 11:56:57,Termination,DEPT_RISK_041,Supervisory,4,eeaacbba32314af9fd72948ed8f979a8
30016409,9904278e16923cb6ef37bc8b5437cb24,2026-03-27,2026-03-27 15:14:02,Termination,CC_0001,Cost_Center,5,713939e77f9a4362bbdd8f5f478a6919
30016409,9904278e16923cb6ef37bc8b5437cb24,2026-03-27,2026-03-27 15:14:02,Termination,WARLAB_HOLD,Company,5,713939e77f9a4362bbdd8f5f478a6919
30016409,9904278e16923cb6ef37bc8b5437cb24,2026-03-27,2026-03-27 15:14:02,Termination,DEPT_RISK_044,Supervisory,5,713939e77f9a4362bbdd8f5f478a6919
30008634,a0bc90ce41148c53a16b9eb4bdcfbb59,2026-02-25,2026-03-27 12:13:26,Data Change,CC_0001,Cost_Center,12,f963806100fa7644d23cf96a6c20f079
30008634,a0bc90ce41148c53a16b9eb4bdcfbb59,2026-02-25,2026-03-27 12:13:26,Data Change,WARLAB_HOLD,Company,12,f963806100fa7644d23cf96a6c20f079
30008634,a0bc90ce41148c53a16b9eb4bdcfbb59,2026-02-25,2026-03-27 12:13:26,Data Change,DEPT_INVEST_119,Supervisory,12,f963806100fa7644d23cf96a6c20f079
